Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
RapidGenomics_F205_GOT_125402_P002_WH08_i5-502_i7-85_S2699_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WH08_i5-502_i7-85_S2699_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3871597.0	0.0	151.0	36.0	83.02432359824398	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WH08_i5-502_i7-85_S2699_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WH08_i5-502_i7-85_S2699_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3871597.0	0.0	151.0	36.0	83.4793230736217	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WH09_i5-502_i7-83_S2700_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WH09_i5-502_i7-83_S2700_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1683037.0	0.0	151.0	41.0	93.37547975746277	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WH09_i5-502_i7-83_S2700_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WH09_i5-502_i7-83_S2700_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1683037.0	0.0	151.0	41.0	93.95652482239136	151.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WH10_i5-502_i7-34_S2701_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WH10_i5-502_i7-34_S2701_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3205092.0	0.0	151.0	47.0	92.2259708751177	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WH10_i5-502_i7-34_S2701_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WH10_i5-502_i7-34_S2701_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3205092.0	0.0	151.0	47.0	92.8247062155144	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WH11_i5-502_i7-95_S2702_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WH11_i5-502_i7-95_S2702_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3246545.0	0.0	151.0	39.0	88.37822014022524	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WH11_i5-502_i7-95_S2702_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WH11_i5-502_i7-95_S2702_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3246545.0	0.0	151.0	39.0	88.82308586708196	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WH12_i5-502_i7-56_S2703_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WH12_i5-502_i7-56_S2703_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4070708.0	0.0	151.0	39.0	89.25918740043807	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WH12_i5-502_i7-56_S2703_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WH12_i5-502_i7-56_S2703_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4070708.0	0.0	151.0	39.0	89.52186650777129	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA01_i5-503_i7-59_S2704_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WA01_i5-503_i7-59_S2704_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2469254.0	0.0	151.0	40.0	91.72600121483745	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA01_i5-503_i7-59_S2704_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WA01_i5-503_i7-59_S2704_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2469254.0	0.0	151.0	40.0	92.23223108519952	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA02_i5-503_i7-27_S2705_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WA02_i5-503_i7-27_S2705_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2959494.0	0.0	151.0	45.0	93.19451481912682	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA02_i5-503_i7-27_S2705_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WA02_i5-503_i7-27_S2705_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2959494.0	0.0	151.0	45.0	93.47303664948421	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA03_i5-503_i7-82_S2706_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WA03_i5-503_i7-82_S2706_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3152335.0	0.0	151.0	40.0	92.93091754789523	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA03_i5-503_i7-82_S2706_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WA03_i5-503_i7-82_S2706_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3152335.0	0.0	151.0	40.0	93.07072654907203	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA04_i5-503_i7-7_S2707_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WA04_i5-503_i7-7_S2707_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1982592.0	0.0	151.0	41.0	90.35343408741691	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA04_i5-503_i7-7_S2707_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WA04_i5-503_i7-7_S2707_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1982592.0	0.0	151.0	41.0	90.79401840808757	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA05_i5-503_i7-38_S2708_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WA05_i5-503_i7-38_S2708_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2611947.0	0.0	151.0	38.0	86.77636056237958	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA05_i5-503_i7-38_S2708_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WA05_i5-503_i7-38_S2708_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2611947.0	0.0	151.0	38.0	87.65697415252146	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA06_i5-503_i7-74_S2709_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WA06_i5-503_i7-74_S2709_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3678275.0	0.0	151.0	47.0	92.07451388557567	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	warn
RapidGenomics_F205_GOT_125402_P003_WA06_i5-503_i7-74_S2709_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WA06_i5-503_i7-74_S2709_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3678275.0	0.0	151.0	47.0	92.60968549416124	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn
RapidGenomics_F205_GOT_125402_P003_WA07_i5-503_i7-77_S2710_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WA07_i5-503_i7-77_S2710_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3591607.0	0.0	151.0	38.0	89.93873150894638	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA07_i5-503_i7-77_S2710_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WA07_i5-503_i7-77_S2710_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3591607.0	0.0	151.0	38.0	90.3647120127077	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA08_i5-503_i7-16_S2711_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WA08_i5-503_i7-16_S2711_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2201556.0	0.0	151.0	38.0	93.48822276705161	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA08_i5-503_i7-16_S2711_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WA08_i5-503_i7-16_S2711_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2201556.0	0.0	151.0	38.0	94.46796417458054	151.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA09_i5-503_i7-36_S2712_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WA09_i5-503_i7-36_S2712_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2674975.0	0.0	151.0	37.0	92.14409166824407	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA09_i5-503_i7-36_S2712_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WA09_i5-503_i7-36_S2712_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2674975.0	0.0	151.0	37.0	92.30065275128975	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA10_i5-503_i7-54_S2713_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WA10_i5-503_i7-54_S2713_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2162436.0	0.0	151.0	39.0	92.2842507639561	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA10_i5-503_i7-54_S2713_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WA10_i5-503_i7-54_S2713_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2162436.0	0.0	151.0	39.0	92.67870482294822	151.0	pass	pass	warn	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WA11_i5-503_i7-25_S2714_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WA11_i5-503_i7-25_S2714_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2595278.0	0.0	151.0	37.0	88.89801589334998	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P003_WA11_i5-503_i7-25_S2714_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WA11_i5-503_i7-25_S2714_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2595278.0	0.0	151.0	37.0	89.19516624448144	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P003_WA12_i5-503_i7-23_S2715_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WA12_i5-503_i7-23_S2715_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8087.0	0.0	151.0	38.0	96.46345987387164	151.0	pass	pass	fail	pass	warn	warn	pass	pass	pass	pass	fail
RapidGenomics_F205_GOT_125402_P003_WA12_i5-503_i7-23_S2715_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WA12_i5-503_i7-23_S2715_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8087.0	0.0	151.0	38.0	96.64894274761964	151.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	fail
RapidGenomics_F205_GOT_125402_P003_WB01_i5-503_i7-31_S2716_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WB01_i5-503_i7-31_S2716_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2281128.0	0.0	151.0	36.0	93.36085536487974	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB01_i5-503_i7-31_S2716_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WB01_i5-503_i7-31_S2716_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2281128.0	0.0	151.0	36.0	93.58960120960782	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB02_i5-503_i7-39_S2717_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WB02_i5-503_i7-39_S2717_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3774660.0	0.0	151.0	39.0	91.29344781396051	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	warn
RapidGenomics_F205_GOT_125402_P003_WB02_i5-503_i7-39_S2717_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WB02_i5-503_i7-39_S2717_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3774660.0	0.0	151.0	39.0	91.77344882801692	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	warn
RapidGenomics_F205_GOT_125402_P003_WB03_i5-503_i7-2_S2718_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WB03_i5-503_i7-2_S2718_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3467626.0	0.0	151.0	38.0	90.79099295141684	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P003_WB03_i5-503_i7-2_S2718_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WB03_i5-503_i7-2_S2718_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3467626.0	0.0	151.0	38.0	90.99631498591317	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P003_WB04_i5-503_i7-20_S2719_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WB04_i5-503_i7-20_S2719_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2202496.0	0.0	151.0	37.0	85.62226283066111	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB04_i5-503_i7-20_S2719_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WB04_i5-503_i7-20_S2719_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2202496.0	0.0	151.0	37.0	86.23513683787512	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB05_i5-503_i7-90_S2720_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WB05_i5-503_i7-90_S2720_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2334143.0	0.0	151.0	38.0	93.3467480414045	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB05_i5-503_i7-90_S2720_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WB05_i5-503_i7-90_S2720_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2334143.0	0.0	151.0	38.0	93.75651536730754	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB06_i5-503_i7-6_S2721_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WB06_i5-503_i7-6_S2721_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2445868.0	0.0	151.0	40.0	93.42262130854223	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P003_WB06_i5-503_i7-6_S2721_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WB06_i5-503_i7-6_S2721_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2445868.0	0.0	151.0	40.0	94.52356774169898	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB07_i5-503_i7-29_S2722_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WB07_i5-503_i7-29_S2722_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2089863.0	0.0	151.0	38.0	92.88598969069525	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB07_i5-503_i7-29_S2722_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WB07_i5-503_i7-29_S2722_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2089863.0	0.0	151.0	38.0	93.29679372622567	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB08_i5-503_i7-57_S2723_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WB08_i5-503_i7-57_S2723_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1897246.0	0.0	151.0	37.0	93.54342556880223	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB08_i5-503_i7-57_S2723_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WB08_i5-503_i7-57_S2723_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1897246.0	0.0	151.0	37.0	93.9628833488329	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB09_i5-503_i7-63_S2724_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WB09_i5-503_i7-63_S2724_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1757160.0	0.0	151.0	36.0	88.03978512868062	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB09_i5-503_i7-63_S2724_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WB09_i5-503_i7-63_S2724_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1757160.0	0.0	151.0	36.0	88.44935546174105	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB10_i5-503_i7-55_S2725_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WB10_i5-503_i7-55_S2725_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3019091.0	0.0	151.0	37.0	90.73497053225789	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB10_i5-503_i7-55_S2725_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WB10_i5-503_i7-55_S2725_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3019091.0	0.0	151.0	37.0	91.03901669322347	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB11_i5-503_i7-5_S2726_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WB11_i5-503_i7-5_S2726_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2373726.0	0.0	151.0	36.0	90.78027842060219	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB11_i5-503_i7-5_S2726_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WB11_i5-503_i7-5_S2726_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2373726.0	0.0	151.0	36.0	91.4231970017777	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WB12_i5-503_i7-75_S2727_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WB12_i5-503_i7-75_S2727_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6430.0	0.0	151.0	38.0	95.41213063763608	151.0	pass	pass	fail	pass	pass	pass	pass	pass	pass	warn	warn
RapidGenomics_F205_GOT_125402_P003_WB12_i5-503_i7-75_S2727_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WB12_i5-503_i7-75_S2727_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6430.0	0.0	151.0	38.0	95.83203732503888	151.0	pass	pass	fail	pass	warn	pass	pass	pass	pass	warn	warn
RapidGenomics_F205_GOT_125402_P003_WC01_i5-503_i7-65_S2728_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WC01_i5-503_i7-65_S2728_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3996986.0	0.0	151.0	41.0	90.51108131133316	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P003_WC01_i5-503_i7-65_S2728_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WC01_i5-503_i7-65_S2728_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3996986.0	0.0	151.0	41.0	91.51437656637903	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WC02_i5-503_i7-67_S2729_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WC02_i5-503_i7-67_S2729_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2943594.0	0.0	151.0	42.0	90.21597968237575	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P003_WC02_i5-503_i7-67_S2729_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WC02_i5-503_i7-67_S2729_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2943594.0	0.0	151.0	42.0	91.85722561751165	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WC03_i5-503_i7-40_S2730_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WC03_i5-503_i7-40_S2730_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2775701.0	0.0	151.0	39.0	91.89012691953509	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P003_WC03_i5-503_i7-40_S2730_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WC03_i5-503_i7-40_S2730_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2775701.0	0.0	151.0	39.0	92.5294083854054	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WC04_i5-503_i7-19_S2731_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WC04_i5-503_i7-19_S2731_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2467063.0	0.0	151.0	36.0	89.27412803320324	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WC04_i5-503_i7-19_S2731_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WC04_i5-503_i7-19_S2731_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2467063.0	0.0	151.0	36.0	89.80989118741627	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WC05_i5-503_i7-81_S2732_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WC05_i5-503_i7-81_S2732_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2388282.0	0.0	151.0	36.0	86.08679344647754	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P003_WC05_i5-503_i7-81_S2732_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WC05_i5-503_i7-81_S2732_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2388282.0	0.0	151.0	36.0	87.06448172223155	151.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WC06_i5-503_i7-3_S2733_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WC06_i5-503_i7-3_S2733_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2811857.0	0.0	151.0	35.0	90.93267616010449	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WC06_i5-503_i7-3_S2733_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WC06_i5-503_i7-3_S2733_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2811857.0	0.0	151.0	35.0	91.58746658593986	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WC07_i5-503_i7-62_S2734_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WC07_i5-503_i7-62_S2734_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3177150.0	0.0	151.0	34.0	87.34212774828862	151.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WC07_i5-503_i7-62_S2734_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WC07_i5-503_i7-62_S2734_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3177150.0	0.0	151.0	34.0	87.74425877068406	151.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WC08_i5-503_i7-17_S2735_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WC08_i5-503_i7-17_S2735_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2711939.0	0.0	151.0	45.0	93.06798965190158	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WC08_i5-503_i7-17_S2735_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WC08_i5-503_i7-17_S2735_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2711939.0	0.0	151.0	45.0	93.45397650110074	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
